Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age
30137,12-06-2023 11:00,06-09-2023 16:00,09-06-2023 17:37,Ahmedabad,297,DOMESTIC VIOLENCE,65
30138,11-06-2023 20:00,06-09-2023 17:00,09-06-2023 19:24,Surat,345,COUNTERFEITING,71
30139,11-06-2023 19:00,06-09-2023 18:00,10-06-2023 04:22,Kalyan,132,BURGLARY,72
30140,11-06-2023 22:00,06-09-2023 19:00,10-06-2023 10:20,Hyderabad,388,ROBBERY,30
30141,11-06-2023 21:00,06-09-2023 20:00,10-06-2023 07:15,Agra,458,ASSAULT,30
30142,12-06-2023 03:00,06-09-2023 21:00,10-06-2023 14:38,Delhi,375,ARSON,26
30143,10-06-2023 07:00,06-09-2023 22:00,10-06-2023 21:05,Mumbai,348,FRAUD,55
30144,10-06-2023 22:00,06-09-2023 23:00,10-06-2023 15:15,Chennai,333,FRAUD,68
30145,12-06-2023 03:00,06-10-2023 00:00,10-06-2023 19:34,Bangalore,141,BURGLARY,52
30146,10-06-2023 21:00,06-10-2023 01:00,10-06-2023 10:25,Rajkot,599,VANDALISM,36
30147,12-06-2023 10:00,06-10-2023 02:00,10-06-2023 02:08,Meerut,398,DOMESTIC VIOLENCE,48
30148,11-06-2023 08:00,06-10-2023 03:00,10-06-2023 19:45,Visakhapatnam,464,DRUG OFFENSE,57
30149,11-06-2023 18:00,06-10-2023 04:00,11-06-2023 00:05,Indore,204,BURGLARY,73
30150,12-06-2023 21:00,06-10-2023 05:00,10-06-2023 20:01,Chennai,530,BURGLARY,13
30151,12-06-2023 12:00,06-10-2023 06:00,10-06-2023 11:16,Hyderabad,259,HOMICIDE,69
30152,12-06-2023 18:00,06-10-2023 07:00,10-06-2023 10:02,Kolkata,207,VANDALISM,70
30153,11-06-2023 02:00,06-10-2023 08:00,10-06-2023 09:34,Hyderabad,514,SHOPLIFTING,23
30154,12-06-2023 14:00,06-10-2023 09:00,11-06-2023 02:08,Delhi,338,ARSON,65
30155,10-06-2023 13:00,06-10-2023 10:00,10-06-2023 11:50,Mumbai,570,COUNTERFEITING,11
30156,11-06-2023 17:00,06-10-2023 11:00,10-06-2023 18:58,Thane,148,KIDNAPPING,65
30157,11-06-2023 20:00,06-10-2023 12:00,10-06-2023 19:24,Hyderabad,538,CYBERCRIME,62
30158,11-06-2023 09:00,06-10-2023 13:00,11-06-2023 00:55,Mumbai,447,COUNTERFEITING,76
30159,13-06-2023 02:00,06-10-2023 14:00,11-06-2023 00:12,Pune,303,EXTORTION,66
30160,11-06-2023 20:00,06-10-2023 15:00,10-06-2023 17:40,Ludhiana,283,CYBERCRIME,20
30161,12-06-2023 20:00,06-10-2023 16:00,11-06-2023 01:58,Thane,326,EXTORTION,79
30162,11-06-2023 01:00,06-10-2023 17:00,11-06-2023 05:22,Patna,117,COUNTERFEITING,39
30163,11-06-2023 14:00,06-10-2023 18:00,11-06-2023 07:28,Nagpur,205,IDENTITY THEFT,10
30164,11-06-2023 23:00,06-10-2023 19:00,11-06-2023 14:40,Pune,506,FIREARM OFFENSE,56
30165,12-06-2023 21:00,06-10-2023 20:00,11-06-2023 08:24,Kanpur,313,VEHICLE - STOLEN,62
30166,11-06-2023 04:00,06-10-2023 21:00,11-06-2023 08:25,Rajkot,113,PUBLIC INTOXICATION,76
30167,13-06-2023 04:00,06-10-2023 22:00,11-06-2023 12:55,Agra,460,COUNTERFEITING,67
30168,12-06-2023 00:00,06-10-2023 23:00,11-06-2023 13:45,Indore,283,CYBERCRIME,66
30169,11-06-2023 05:00,06-11-2023 00:00,11-06-2023 04:16,Surat,193,PUBLIC INTOXICATION,26
30170,11-06-2023 19:00,06-11-2023 01:00,11-06-2023 12:22,Nagpur,577,ARSON,59
30171,12-06-2023 08:00,06-11-2023 02:00,11-06-2023 06:27,Bangalore,264,FIREARM OFFENSE,51
30172,13-06-2023 21:00,06-11-2023 03:00,11-06-2023 17:48,Meerut,102,ILLEGAL POSSESSION,68
30173,11-06-2023 11:00,06-11-2023 04:00,11-06-2023 10:00,Mumbai,306,IDENTITY THEFT,15
30174,12-06-2023 05:00,06-11-2023 05:00,11-06-2023 18:54,Jaipur,580,FIREARM OFFENSE,52
30175,12-06-2023 11:00,06-11-2023 06:00,12-06-2023 04:13,Ahmedabad,382,ROBBERY,77
30176,12-06-2023 15:00,06-11-2023 07:00,11-06-2023 10:40,Bangalore,338,EXTORTION,31
30177,12-06-2023 18:00,06-11-2023 08:00,12-06-2023 02:26,Kanpur,213,FRAUD,17
30178,12-06-2023 23:00,06-11-2023 09:00,12-06-2023 04:46,Kanpur,318,SEXUAL ASSAULT,30
30179,13-06-2023 17:00,06-11-2023 10:00,12-06-2023 02:02,Delhi,528,KIDNAPPING,69
30180,12-06-2023 02:00,06-11-2023 11:00,12-06-2023 05:02,Delhi,102,TRAFFIC VIOLATION,26
30181,13-06-2023 07:00,06-11-2023 12:00,12-06-2023 07:33,Delhi,530,ARSON,39
30182,12-06-2023 03:00,06-11-2023 13:00,11-06-2023 16:07,Bangalore,323,FRAUD,39
30183,13-06-2023 18:00,06-11-2023 14:00,12-06-2023 09:07,Bangalore,304,IDENTITY THEFT,19
30184,12-06-2023 22:00,06-11-2023 15:00,12-06-2023 13:24,Surat,439,HOMICIDE,60
30185,14-06-2023 06:00,06-11-2023 16:00,11-06-2023 18:12,Faridabad,489,ASSAULT,16
30186,13-06-2023 01:00,06-11-2023 17:00,11-06-2023 17:33,Ludhiana,429,SHOPLIFTING,22
30187,13-06-2023 17:00,06-11-2023 18:00,11-06-2023 21:18,Pune,408,HOMICIDE,23
30188,14-06-2023 03:00,06-11-2023 19:00,12-06-2023 07:36,Ahmedabad,249,VEHICLE - STOLEN,78
30189,13-06-2023 06:00,06-11-2023 20:00,12-06-2023 01:16,Kanpur,440,ILLEGAL POSSESSION,77
30190,14-06-2023 04:00,06-11-2023 21:00,12-06-2023 08:26,Bangalore,335,TRAFFIC VIOLATION,79
30191,13-06-2023 18:00,06-11-2023 22:00,12-06-2023 13:06,Mumbai,259,VANDALISM,13
30192,14-06-2023 03:00,06-11-2023 23:00,12-06-2023 01:26,Chennai,395,SHOPLIFTING,21
30193,13-06-2023 09:00,06-12-2023 00:00,12-06-2023 09:09,Ahmedabad,445,CYBERCRIME,27
30194,12-06-2023 21:00,06-12-2023 01:00,12-06-2023 16:53,Thane,160,KIDNAPPING,44
30195,13-06-2023 09:00,06-12-2023 02:00,12-06-2023 08:09,Varanasi,124,COUNTERFEITING,46
30196,13-06-2023 14:00,06-12-2023 03:00,12-06-2023 20:33,Delhi,482,FIREARM OFFENSE,16
30197,14-06-2023 20:00,06-12-2023 04:00,12-06-2023 23:34,Mumbai,224,ASSAULT,60
30198,14-06-2023 22:00,06-12-2023 05:00,12-06-2023 14:30,Thane,569,CYBERCRIME,74
30199,12-06-2023 19:00,06-12-2023 06:00,12-06-2023 11:02,Bhopal,158,ARSON,58
30200,12-06-2023 14:00,06-12-2023 07:00,13-06-2023 05:48,Nagpur,458,ARSON,47
30201,14-06-2023 21:00,06-12-2023 08:00,13-06-2023 03:12,Kanpur,248,BURGLARY,29
30202,12-06-2023 15:00,06-12-2023 09:00,12-06-2023 22:33,Kanpur,401,FRAUD,26
30203,13-06-2023 18:00,06-12-2023 10:00,13-06-2023 07:59,Mumbai,195,IDENTITY THEFT,26
30204,15-06-2023 05:00,06-12-2023 11:00,13-06-2023 05:11,Delhi,436,EXTORTION,78
30205,14-06-2023 22:00,06-12-2023 12:00,13-06-2023 00:49,Jaipur,163,FRAUD,13
30206,12-06-2023 22:00,06-12-2023 13:00,12-06-2023 16:52,Delhi,566,PUBLIC INTOXICATION,35
30207,13-06-2023 04:00,06-12-2023 14:00,13-06-2023 10:18,Ghaziabad,535,ASSAULT,26
30208,15-06-2023 14:00,06-12-2023 15:00,13-06-2023 07:47,Pune,594,FRAUD,27
30209,15-06-2023 02:00,06-12-2023 16:00,13-06-2023 15:48,Ahmedabad,125,ASSAULT,67
30210,13-06-2023 04:00,06-12-2023 17:00,13-06-2023 04:38,Pune,297,PUBLIC INTOXICATION,60
30211,15-06-2023 03:00,06-12-2023 18:00,13-06-2023 08:28,Mumbai,524,DOMESTIC VIOLENCE,78
30212,15-06-2023 17:00,06-12-2023 19:00,13-06-2023 11:53,Agra,423,VANDALISM,31
30213,14-06-2023 05:00,06-12-2023 20:00,13-06-2023 07:02,Agra,561,KIDNAPPING,17
30214,13-06-2023 02:00,06-12-2023 21:00,13-06-2023 00:50,Hyderabad,338,COUNTERFEITING,10
30215,13-06-2023 06:00,06-12-2023 22:00,13-06-2023 09:18,Pune,273,PUBLIC INTOXICATION,53
30216,13-06-2023 08:00,06-12-2023 23:00,13-06-2023 04:07,Delhi,457,ILLEGAL POSSESSION,37
30217,15-06-2023 19:00,06-13-2023 00:00,13-06-2023 08:57,Mumbai,185,SEXUAL ASSAULT,18
30218,13-06-2023 16:00,06-13-2023 01:00,13-06-2023 11:56,Delhi,565,TRAFFIC VIOLATION,36
30219,14-06-2023 10:00,06-13-2023 02:00,13-06-2023 19:46,Ahmedabad,124,ASSAULT,44
30220,15-06-2023 21:00,06-13-2023 03:00,13-06-2023 19:00,Bangalore,258,ROBBERY,24
30221,15-06-2023 16:00,06-13-2023 04:00,13-06-2023 15:51,Bangalore,405,VEHICLE - STOLEN,41
30222,14-06-2023 06:00,06-13-2023 05:00,13-06-2023 14:49,Delhi,117,FIREARM OFFENSE,79
30223,16-06-2023 04:00,06-13-2023 06:00,13-06-2023 07:31,Mumbai,546,FIREARM OFFENSE,23
30224,15-06-2023 23:00,06-13-2023 07:00,14-06-2023 01:49,Patna,231,CYBERCRIME,46
30225,14-06-2023 15:00,06-13-2023 08:00,13-06-2023 11:49,Nagpur,560,KIDNAPPING,56
30226,15-06-2023 15:00,06-13-2023 09:00,14-06-2023 03:49,Faridabad,391,BURGLARY,79
30227,13-06-2023 18:00,06-13-2023 10:00,13-06-2023 13:35,Lucknow,205,VEHICLE - STOLEN,11
30228,13-06-2023 16:00,06-13-2023 11:00,13-06-2023 17:47,Chennai,583,VANDALISM,41
30229,14-06-2023 15:00,06-13-2023 12:00,13-06-2023 17:44,Pune,433,IDENTITY THEFT,79
30230,16-06-2023 06:00,06-13-2023 13:00,14-06-2023 00:32,Delhi,359,PUBLIC INTOXICATION,42
30231,14-06-2023 21:00,06-13-2023 14:00,13-06-2023 14:41,Mumbai,112,FRAUD,14
30232,15-06-2023 16:00,06-13-2023 15:00,13-06-2023 16:16,Kolkata,491,ROBBERY,77
30233,15-06-2023 22:00,06-13-2023 16:00,14-06-2023 14:30,Hyderabad,238,FRAUD,56
30234,15-06-2023 19:00,06-13-2023 17:00,14-06-2023 09:17,Kolkata,187,TRAFFIC VIOLATION,67
30235,16-06-2023 04:00,06-13-2023 18:00,14-06-2023 02:50,Ghaziabad,200,ARSON,18
30236,15-06-2023 16:00,06-13-2023 19:00,14-06-2023 01:17,Kanpur,304,TRAFFIC VIOLATION,45
30237,15-06-2023 00:00,06-13-2023 20:00,14-06-2023 04:20,Delhi,557,IDENTITY THEFT,30
30238,15-06-2023 10:00,06-13-2023 21:00,14-06-2023 20:07,Surat,338,PUBLIC INTOXICATION,77
30239,14-06-2023 05:00,06-13-2023 22:00,14-06-2023 11:06,Chennai,513,ROBBERY,77
30240,14-06-2023 00:00,06-13-2023 23:00,14-06-2023 03:01,Mumbai,503,SHOPLIFTING,40
30241,16-06-2023 11:00,06-14-2023 00:00,14-06-2023 20:44,Varanasi,292,DRUG OFFENSE,49
30242,17-06-2023 00:00,06-14-2023 01:00,14-06-2023 20:09,Patna,465,IDENTITY THEFT,18
30243,16-06-2023 04:00,06-14-2023 02:00,15-06-2023 01:10,Chennai,352,HOMICIDE,13
30244,16-06-2023 11:00,06-14-2023 03:00,14-06-2023 09:13,Delhi,224,KIDNAPPING,29
30245,17-06-2023 02:00,06-14-2023 04:00,14-06-2023 21:50,Lucknow,397,SHOPLIFTING,39
30246,15-06-2023 23:00,06-14-2023 05:00,14-06-2023 07:29,Nagpur,242,HOMICIDE,47
30247,15-06-2023 14:00,06-14-2023 06:00,15-06-2023 02:34,Faridabad,596,ROBBERY,26
30248,14-06-2023 12:00,06-14-2023 07:00,15-06-2023 04:27,Srinagar,210,VEHICLE - STOLEN,60
30249,16-06-2023 19:00,06-14-2023 08:00,14-06-2023 15:50,Ahmedabad,151,VEHICLE - STOLEN,10
30250,15-06-2023 04:00,06-14-2023 09:00,14-06-2023 15:58,Ludhiana,202,HOMICIDE,28
30251,15-06-2023 07:00,06-14-2023 10:00,15-06-2023 06:11,Nashik,525,SEXUAL ASSAULT,56
30252,16-06-2023 19:00,06-14-2023 11:00,14-06-2023 18:47,Delhi,495,TRAFFIC VIOLATION,19
30253,16-06-2023 07:00,06-14-2023 12:00,14-06-2023 23:55,Pune,377,BURGLARY,55
30254,16-06-2023 13:00,06-14-2023 13:00,14-06-2023 23:10,Delhi,108,DRUG OFFENSE,75
30255,14-06-2023 23:00,06-14-2023 14:00,15-06-2023 05:49,Hyderabad,237,FRAUD,37
30256,16-06-2023 12:00,06-14-2023 15:00,15-06-2023 04:16,Delhi,195,EXTORTION,78
30257,14-06-2023 20:00,06-14-2023 16:00,15-06-2023 08:46,Mumbai,530,SEXUAL ASSAULT,73
30258,17-06-2023 16:00,06-14-2023 17:00,15-06-2023 14:29,Bangalore,248,CYBERCRIME,73
30259,16-06-2023 00:00,06-14-2023 18:00,15-06-2023 06:39,Mumbai,149,EXTORTION,64
30260,16-06-2023 03:00,06-14-2023 19:00,15-06-2023 10:04,Pune,201,FIREARM OFFENSE,51
30261,16-06-2023 22:00,06-14-2023 20:00,14-06-2023 22:49,Delhi,360,ASSAULT,29
30262,15-06-2023 05:00,06-14-2023 21:00,15-06-2023 11:58,Nagpur,390,VEHICLE - STOLEN,14
30263,17-06-2023 05:00,06-14-2023 22:00,15-06-2023 17:02,Lucknow,444,IDENTITY THEFT,64
30264,17-06-2023 00:00,06-14-2023 23:00,15-06-2023 05:35,Bangalore,101,BURGLARY,58
30265,15-06-2023 04:00,06-15-2023 00:00,15-06-2023 01:59,Surat,481,TRAFFIC VIOLATION,65
30266,17-06-2023 13:00,06-15-2023 01:00,15-06-2023 12:36,Mumbai,570,ILLEGAL POSSESSION,11
30267,16-06-2023 23:00,06-15-2023 02:00,15-06-2023 18:34,Bangalore,273,BURGLARY,49
30268,17-06-2023 21:00,06-15-2023 03:00,15-06-2023 14:47,Delhi,335,DRUG OFFENSE,37
30269,16-06-2023 23:00,06-15-2023 04:00,16-06-2023 01:29,Faridabad,320,ILLEGAL POSSESSION,69
30270,17-06-2023 16:00,06-15-2023 05:00,15-06-2023 16:40,Mumbai,110,ROBBERY,63
30271,17-06-2023 09:00,06-15-2023 06:00,16-06-2023 01:33,Hyderabad,418,ASSAULT,30
30272,15-06-2023 08:00,06-15-2023 07:00,15-06-2023 23:22,Bangalore,407,ARSON,58
30273,15-06-2023 18:00,06-15-2023 08:00,15-06-2023 19:53,Nagpur,163,IDENTITY THEFT,73
30274,17-06-2023 08:00,06-15-2023 09:00,15-06-2023 16:59,Delhi,541,ROBBERY,14
30275,17-06-2023 22:00,06-15-2023 10:00,16-06-2023 09:38,Vasai,158,IDENTITY THEFT,47
30276,15-06-2023 15:00,06-15-2023 11:00,16-06-2023 00:03,Jaipur,136,COUNTERFEITING,27
30277,17-06-2023 13:00,06-15-2023 12:00,16-06-2023 04:42,Bangalore,580,FRAUD,43
30278,16-06-2023 23:00,06-15-2023 13:00,16-06-2023 11:52,Thane,423,TRAFFIC VIOLATION,35
30279,16-06-2023 14:00,06-15-2023 14:00,15-06-2023 21:47,Delhi,335,CYBERCRIME,61
30280,17-06-2023 17:00,06-15-2023 15:00,15-06-2023 20:17,Mumbai,506,IDENTITY THEFT,52
30281,16-06-2023 22:00,06-15-2023 16:00,16-06-2023 01:25,Jaipur,358,EXTORTION,14
30282,17-06-2023 18:00,06-15-2023 17:00,16-06-2023 02:29,Bangalore,372,SEXUAL ASSAULT,40
30283,17-06-2023 05:00,06-15-2023 18:00,16-06-2023 12:20,Varanasi,397,IDENTITY THEFT,47
30284,17-06-2023 06:00,06-15-2023 19:00,16-06-2023 05:54,Bangalore,562,SHOPLIFTING,76
30285,18-06-2023 03:00,06-15-2023 20:00,16-06-2023 04:20,Kolkata,145,PUBLIC INTOXICATION,55
30286,17-06-2023 16:00,06-15-2023 21:00,16-06-2023 06:58,Lucknow,256,ARSON,57
30287,15-06-2023 23:00,06-15-2023 22:00,15-06-2023 23:58,Chennai,420,ARSON,72
30288,17-06-2023 23:00,06-15-2023 23:00,16-06-2023 13:34,Hyderabad,408,ROBBERY,78
30289,18-06-2023 04:00,06-16-2023 00:00,16-06-2023 05:01,Mumbai,121,VEHICLE - STOLEN,57
30290,17-06-2023 13:00,06-16-2023 01:00,16-06-2023 22:36,Ghaziabad,365,ARSON,43
30291,18-06-2023 15:00,06-16-2023 02:00,16-06-2023 22:03,Delhi,560,EXTORTION,56
30292,16-06-2023 05:00,06-16-2023 03:00,16-06-2023 06:19,Ludhiana,552,ROBBERY,60
30293,16-06-2023 10:00,06-16-2023 04:00,16-06-2023 05:13,Bangalore,496,EXTORTION,76
30294,17-06-2023 10:00,06-16-2023 05:00,16-06-2023 19:56,Ahmedabad,512,KIDNAPPING,39
30295,17-06-2023 12:00,06-16-2023 06:00,16-06-2023 09:27,Chennai,180,FIREARM OFFENSE,45
30296,16-06-2023 10:00,06-16-2023 07:00,16-06-2023 10:43,Delhi,291,CYBERCRIME,46
30297,16-06-2023 14:00,06-16-2023 08:00,16-06-2023 13:28,Hyderabad,416,ILLEGAL POSSESSION,36
30298,17-06-2023 15:00,06-16-2023 09:00,17-06-2023 01:27,Hyderabad,362,DRUG OFFENSE,74
30299,18-06-2023 14:00,06-16-2023 10:00,17-06-2023 05:01,Chennai,297,ILLEGAL POSSESSION,60
30300,18-06-2023 19:00,06-16-2023 11:00,17-06-2023 01:34,Kolkata,149,ROBBERY,41
30301,18-06-2023 15:00,06-16-2023 12:00,16-06-2023 18:21,Thane,405,CYBERCRIME,50
30302,16-06-2023 23:00,06-16-2023 13:00,17-06-2023 06:52,Ahmedabad,263,VEHICLE - STOLEN,57
30303,18-06-2023 15:00,06-16-2023 14:00,16-06-2023 20:52,Delhi,148,DRUG OFFENSE,38
30304,17-06-2023 00:00,06-16-2023 15:00,17-06-2023 13:03,Bangalore,219,ROBBERY,43
30305,17-06-2023 04:00,06-16-2023 16:00,17-06-2023 03:23,Kolkata,226,VANDALISM,62
30306,16-06-2023 23:00,06-16-2023 17:00,16-06-2023 18:49,Mumbai,173,HOMICIDE,22
30307,17-06-2023 02:00,06-16-2023 18:00,17-06-2023 12:42,Delhi,438,COUNTERFEITING,51
30308,18-06-2023 11:00,06-16-2023 19:00,17-06-2023 01:01,Delhi,281,DOMESTIC VIOLENCE,67
30309,19-06-2023 08:00,06-16-2023 20:00,16-06-2023 23:45,Mumbai,526,FIREARM OFFENSE,66
30310,17-06-2023 03:00,06-16-2023 21:00,16-06-2023 21:07,Ahmedabad,467,CYBERCRIME,28
30311,18-06-2023 21:00,06-16-2023 22:00,17-06-2023 04:24,Hyderabad,454,SEXUAL ASSAULT,29
30312,17-06-2023 12:00,06-16-2023 23:00,17-06-2023 16:22,Thane,493,ASSAULT,33
30313,18-06-2023 05:00,06-17-2023 00:00,17-06-2023 21:18,Bangalore,565,CYBERCRIME,64
30314,19-06-2023 05:00,06-17-2023 01:00,17-06-2023 21:23,Surat,549,SEXUAL ASSAULT,43
30315,17-06-2023 16:00,06-17-2023 02:00,17-06-2023 09:54,Bangalore,446,IDENTITY THEFT,20
30316,18-06-2023 02:00,06-17-2023 03:00,17-06-2023 13:25,Thane,472,EXTORTION,11
30317,19-06-2023 05:00,06-17-2023 04:00,17-06-2023 12:59,Ahmedabad,215,ILLEGAL POSSESSION,60
30318,17-06-2023 11:00,06-17-2023 05:00,18-06-2023 01:57,Nashik,354,SEXUAL ASSAULT,36
30319,18-06-2023 13:00,06-17-2023 06:00,17-06-2023 22:30,Ludhiana,415,ASSAULT,38
30320,20-06-2023 06:00,06-17-2023 07:00,18-06-2023 04:18,Ahmedabad,219,PUBLIC INTOXICATION,13
30321,18-06-2023 18:00,06-17-2023 08:00,18-06-2023 03:32,Bangalore,303,EXTORTION,38
30322,18-06-2023 03:00,06-17-2023 09:00,18-06-2023 05:52,Kolkata,467,DRUG OFFENSE,68
30323,17-06-2023 17:00,06-17-2023 10:00,18-06-2023 07:17,Bangalore,216,TRAFFIC VIOLATION,76
30324,17-06-2023 15:00,06-17-2023 11:00,18-06-2023 10:51,Ghaziabad,260,COUNTERFEITING,75
30325,19-06-2023 18:00,06-17-2023 12:00,18-06-2023 04:12,Bangalore,417,ARSON,60
30326,17-06-2023 19:00,06-17-2023 13:00,17-06-2023 20:27,Delhi,532,SEXUAL ASSAULT,57
30327,20-06-2023 06:00,06-17-2023 14:00,18-06-2023 12:35,Bangalore,378,COUNTERFEITING,59
30328,17-06-2023 16:00,06-17-2023 15:00,18-06-2023 00:36,Jaipur,403,IDENTITY THEFT,75
30329,18-06-2023 09:00,06-17-2023 16:00,18-06-2023 15:56,Pune,381,ROBBERY,58
30330,19-06-2023 04:00,06-17-2023 17:00,18-06-2023 02:52,Lucknow,338,DOMESTIC VIOLENCE,76
30331,17-06-2023 23:00,06-17-2023 18:00,17-06-2023 21:14,Kolkata,114,SEXUAL ASSAULT,18
30332,19-06-2023 03:00,06-17-2023 19:00,17-06-2023 20:51,Ahmedabad,521,SHOPLIFTING,37
30333,19-06-2023 13:00,06-17-2023 20:00,18-06-2023 11:55,Jaipur,165,IDENTITY THEFT,35
30334,18-06-2023 04:00,06-17-2023 21:00,18-06-2023 03:16,Pune,111,BURGLARY,54
30335,19-06-2023 22:00,06-17-2023 22:00,17-06-2023 23:54,Kanpur,512,SEXUAL ASSAULT,29
30336,18-06-2023 03:00,06-17-2023 23:00,18-06-2023 14:41,Bangalore,224,BURGLARY,17
30337,18-06-2023 16:00,06-18-2023 00:00,18-06-2023 10:19,Chennai,147,DRUG OFFENSE,27
30338,18-06-2023 23:00,06-18-2023 01:00,18-06-2023 15:50,Jaipur,563,FRAUD,33
30339,18-06-2023 11:00,06-18-2023 02:00,18-06-2023 03:56,Hyderabad,417,TRAFFIC VIOLATION,73
30340,18-06-2023 22:00,06-18-2023 03:00,18-06-2023 11:54,Jaipur,414,BURGLARY,23
30341,20-06-2023 04:00,06-18-2023 04:00,18-06-2023 12:25,Lucknow,129,FRAUD,48
30342,20-06-2023 13:00,06-18-2023 05:00,18-06-2023 22:27,Faridabad,348,DOMESTIC VIOLENCE,50
30343,18-06-2023 23:00,06-18-2023 06:00,18-06-2023 18:40,Jaipur,534,BURGLARY,60
30344,19-06-2023 10:00,06-18-2023 07:00,18-06-2023 16:25,Bhopal,144,TRAFFIC VIOLATION,28
30345,20-06-2023 14:00,06-18-2023 08:00,18-06-2023 17:37,Pune,354,CYBERCRIME,29
30346,19-06-2023 08:00,06-18-2023 09:00,19-06-2023 08:13,Pune,480,ROBBERY,79
30347,19-06-2023 00:00,06-18-2023 10:00,18-06-2023 22:17,Indore,517,ROBBERY,36
30348,21-06-2023 03:00,06-18-2023 11:00,19-06-2023 07:57,Pune,420,VEHICLE - STOLEN,72
30349,18-06-2023 22:00,06-18-2023 12:00,19-06-2023 08:41,Mumbai,127,TRAFFIC VIOLATION,30
30350,19-06-2023 11:00,06-18-2023 13:00,18-06-2023 16:33,Faridabad,292,TRAFFIC VIOLATION,68
30351,21-06-2023 08:00,06-18-2023 14:00,19-06-2023 05:07,Mumbai,403,SHOPLIFTING,44
30352,21-06-2023 11:00,06-18-2023 15:00,18-06-2023 20:46,Ludhiana,581,SEXUAL ASSAULT,49
30353,19-06-2023 06:00,06-18-2023 16:00,18-06-2023 16:07,Hyderabad,125,FIREARM OFFENSE,79
30354,19-06-2023 09:00,06-18-2023 17:00,19-06-2023 14:32,Hyderabad,113,CYBERCRIME,54
30355,21-06-2023 16:00,06-18-2023 18:00,18-06-2023 20:48,Indore,220,IDENTITY THEFT,10
30356,20-06-2023 19:00,06-18-2023 19:00,19-06-2023 18:48,Mumbai,515,EXTORTION,54
30357,21-06-2023 17:00,06-18-2023 20:00,18-06-2023 23:19,Delhi,543,TRAFFIC VIOLATION,16
30358,19-06-2023 06:00,06-18-2023 21:00,19-06-2023 12:39,Mumbai,387,EXTORTION,71
30359,20-06-2023 09:00,06-18-2023 22:00,19-06-2023 16:59,Delhi,255,SHOPLIFTING,61
30360,21-06-2023 07:00,06-18-2023 23:00,19-06-2023 16:27,Delhi,365,DOMESTIC VIOLENCE,16
30361,19-06-2023 01:00,06-19-2023 00:00,19-06-2023 05:17,Chennai,598,ASSAULT,44
30362,20-06-2023 02:00,06-19-2023 01:00,19-06-2023 09:49,Thane,260,DOMESTIC VIOLENCE,29
30363,20-06-2023 03:00,06-19-2023 02:00,19-06-2023 19:03,Ghaziabad,295,SEXUAL ASSAULT,61
30364,20-06-2023 23:00,06-19-2023 03:00,19-06-2023 13:40,Ahmedabad,581,CYBERCRIME,63
30365,22-06-2023 02:00,06-19-2023 04:00,19-06-2023 13:55,Ahmedabad,159,HOMICIDE,39
30366,21-06-2023 12:00,06-19-2023 05:00,19-06-2023 19:45,Ahmedabad,582,DOMESTIC VIOLENCE,74
30367,21-06-2023 06:00,06-19-2023 06:00,19-06-2023 19:21,Chennai,264,VANDALISM,35
30368,20-06-2023 00:00,06-19-2023 07:00,20-06-2023 00:33,Kolkata,570,BURGLARY,50
30369,20-06-2023 00:00,06-19-2023 08:00,20-06-2023 00:36,Bangalore,530,IDENTITY THEFT,41
30370,19-06-2023 21:00,06-19-2023 09:00,19-06-2023 13:01,Surat,428,DRUG OFFENSE,78
30371,20-06-2023 19:00,06-19-2023 10:00,19-06-2023 21:12,Ahmedabad,351,ROBBERY,41
30372,22-06-2023 07:00,06-19-2023 11:00,20-06-2023 05:48,Mumbai,122,DRUG OFFENSE,13
30373,22-06-2023 01:00,06-19-2023 12:00,20-06-2023 06:58,Chennai,464,SHOPLIFTING,37
30374,20-06-2023 09:00,06-19-2023 13:00,20-06-2023 00:26,Mumbai,559,ILLEGAL POSSESSION,46
30375,20-06-2023 11:00,06-19-2023 14:00,19-06-2023 18:33,Nagpur,594,TRAFFIC VIOLATION,31
30376,22-06-2023 09:00,06-19-2023 15:00,19-06-2023 23:22,Nagpur,330,BURGLARY,61
30377,21-06-2023 18:00,06-19-2023 16:00,20-06-2023 05:34,Bhopal,374,IDENTITY THEFT,23
30378,21-06-2023 08:00,06-19-2023 17:00,19-06-2023 23:19,Delhi,111,VANDALISM,18
30379,22-06-2023 15:00,06-19-2023 18:00,19-06-2023 21:16,Kolkata,395,SHOPLIFTING,48
30380,21-06-2023 09:00,06-19-2023 19:00,20-06-2023 12:54,Visakhapatnam,464,IDENTITY THEFT,16
30381,22-06-2023 12:00,06-19-2023 20:00,20-06-2023 02:11,Pune,586,IDENTITY THEFT,73
30382,20-06-2023 05:00,06-19-2023 21:00,20-06-2023 17:19,Indore,466,DOMESTIC VIOLENCE,74
30383,21-06-2023 18:00,06-19-2023 22:00,20-06-2023 06:00,Meerut,476,ILLEGAL POSSESSION,67
30384,21-06-2023 22:00,06-19-2023 23:00,20-06-2023 01:27,Delhi,207,ILLEGAL POSSESSION,31
30385,20-06-2023 05:00,06-20-2023 00:00,20-06-2023 21:28,Bhopal,434,DOMESTIC VIOLENCE,51
30386,22-06-2023 08:00,06-20-2023 01:00,20-06-2023 13:26,Chennai,428,FIREARM OFFENSE,35
